,batch_size,imputation_strategy,learning_rate_scheduler,loss,network,max_dropout,normalization_strategy,optimizer,cosine_annealing_T_max,cosine_annealing_eta_min,activation,max_units,mlp_shape,num_layers,learning_rate,momentum,weight_decay,final_val_accuracy,final_test_accuracy,final_val_balanced_accuracy,final_test_balanced_accuracy
10,34,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5231633414006761,standardize,sgd,50,1e-08,relu,294,funnel,True,0.0012083326373602157,0.16676589431281374,0.06887572892051744,72.21757322175732,72.21757322175732,72.21757322175732,72.21757322175732
11,43,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5305867556052941,standardize,sgd,50,1e-08,relu,108,funnel,True,0.02295918037365286,0.45026558471877,0.06375571439540315,72.88702928870293,72.88702928870293,72.88702928870293,72.88702928870293
12,151,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5054533737348429,standardize,sgd,50,1e-08,relu,731,funnel,True,0.03603289913748951,0.5582928773445519,0.06661350573185741,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
13,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7612497166748563,standardize,sgd,50,1e-08,relu,126,funnel,True,0.000987051220400902,0.12095874942070696,0.06720098835723386,72.38493723849372,72.38493723849372,72.38493723849372,72.38493723849372
14,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.28910965978981684,standardize,sgd,50,1e-08,relu,472,funnel,True,0.00041473271596757316,0.11234445488510034,0.030234166677522042,70.6276150627615,70.6276150627615,70.6276150627615,70.6276150627615
15,95,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9469626038148141,standardize,sgd,50,1e-08,relu,534,funnel,2,0.000460400821402937,0.48219961509141723,0.016722248917974625,73.80753138075313,73.80753138075313,73.80753138075313,73.80753138075313
16,446,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.699512049949576,standardize,sgd,50,1e-08,relu,1024,funnel,2,0.001211069486194714,0.5452701559306933,0.0996456079516588,74.14225941422595,74.14225941422595,74.14225941422595,74.14225941422595
17,325,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5822769286725598,standardize,sgd,50,1e-08,relu,138,funnel,True,0.0017111984720442413,0.1308769681447354,0.06850002474996976,65.77405857740585,65.77405857740585,65.77405857740585,65.77405857740585
18,199,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5612396023276411,standardize,sgd,50,1e-08,relu,90,funnel,2,0.02207621519406376,0.32267297759607916,0.018277508907998345,75.31380753138075,75.31380753138075,75.31380753138075,75.31380753138075
19,318,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2849059652276268,standardize,sgd,50,1e-08,relu,78,funnel,4,0.002281167485681001,0.34668085078001776,0.07266631192492246,71.2133891213389,71.2133891213389,71.2133891213389,71.2133891213389
20,148,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.38074848963511654,standardize,sgd,50,1e-08,relu,401,funnel,True,0.07723665217765914,0.2213852737938978,0.09917518171943783,72.21757322175732,72.21757322175732,72.21757322175732,72.21757322175732
21,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.44997542105079547,standardize,sgd,50,1e-08,relu,199,funnel,2,0.04084953009215733,0.15283832303142064,0.001975945928750101,78.99581589958159,78.99581589958159,78.99581589958159,78.99581589958159
22,18,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.780100460524675,standardize,sgd,50,1e-08,relu,82,funnel,4,0.00011007090695481574,0.8552092434327613,0.042663172429735996,75.64853556485356,75.64853556485356,75.64853556485356,75.64853556485356
23,77,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.30834960696491165,standardize,sgd,50,1e-08,relu,121,funnel,2,0.028294657137417915,0.12908049723480972,0.0626474585231357,74.97907949790795,74.97907949790795,74.97907949790795,74.97907949790795
24,198,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6016142123702133,standardize,sgd,50,1e-08,relu,897,funnel,True,0.026428796663806896,0.2299477876220027,0.018663815660808696,72.80334728033473,72.80334728033473,72.80334728033473,72.80334728033473
25,422,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4640981743044076,standardize,sgd,50,1e-08,relu,109,funnel,3,0.007248574894335152,0.4799958834372459,0.010352721126449608,73.80753138075313,73.80753138075313,73.80753138075313,73.80753138075313
26,105,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7978990212826053,standardize,sgd,50,1e-08,relu,622,funnel,True,0.006397437038197494,0.33359598456471334,0.04639620149694875,72.46861924686192,72.46861924686192,72.46861924686192,72.46861924686192
27,65,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.05536604011186008,standardize,sgd,50,1e-08,relu,569,funnel,2,0.002244149374276339,0.2007177533629145,0.05264468843447158,75.98326359832636,75.98326359832636,75.98326359832636,75.98326359832636
28,37,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.046095820672611754,standardize,sgd,50,1e-08,relu,417,funnel,True,0.00022349669715967014,0.3992362179093922,0.01910115697134612,67.02928870292887,67.02928870292887,67.02928870292887,67.02928870292887
29,57,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9507143064099162,standardize,sgd,50,1e-08,relu,486,funnel,3,0.00029380279387035364,0.1429926236099579,0.005817780380698264,74.47698744769873,74.47698744769873,74.47698744769873,74.47698744769873
30,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6090665392794814,standardize,sgd,50,1e-08,relu,92,funnel,2,0.000958113958729467,0.7167827134937558,0.0666123604076716,75.73221757322176,75.73221757322176,75.73221757322176,75.73221757322176
31,288,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.10479610436986975,standardize,sgd,50,1e-08,relu,504,funnel,2,0.0011965545799559087,0.40418405218717496,0.03938401731331426,74.89539748953975,74.89539748953975,74.89539748953975,74.89539748953975
32,493,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5495447268447254,standardize,sgd,50,1e-08,relu,139,funnel,True,0.002154807546828439,0.2956271080678261,0.0048617148706355225,65.69037656903765,65.69037656903765,65.69037656903765,65.69037656903765
33,241,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6348337060527302,standardize,sgd,50,1e-08,relu,127,funnel,4,0.0008694223632297516,0.8573269951183493,0.004296116180742869,66.27615062761507,66.27615062761507,66.27615062761507,66.27615062761507
34,16,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8915732671802584,standardize,sgd,50,1e-08,relu,140,funnel,2,0.02377402866254077,0.2104041717502054,0.08647239156515894,73.80753138075313,73.80753138075313,73.80753138075313,73.80753138075313
35,87,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.22808310444933622,standardize,sgd,50,1e-08,relu,129,funnel,2,0.0013550187134784195,0.9822552926224637,0.04082563806131638,75.89958158995816,75.89958158995816,75.89958158995816,75.89958158995816
36,165,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.04471218220294604,standardize,sgd,50,1e-08,relu,165,funnel,4,0.0007122607230141914,0.881442794412852,0.015775440175688656,70.0418410041841,70.0418410041841,70.0418410041841,70.0418410041841
37,276,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.026117981569867332,standardize,sgd,50,1e-08,relu,114,funnel,4,0.0001971757021368783,0.41440459030381044,0.005398483057648391,28.78661087866109,28.78661087866109,28.78661087866109,28.78661087866109
38,300,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5611655402650342,standardize,sgd,50,1e-08,relu,225,funnel,2,0.00572208299154257,0.3415161932390184,0.08274735311516682,73.64016736401673,73.64016736401673,73.64016736401673,73.64016736401673
39,67,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3632394969650856,standardize,sgd,50,1e-08,relu,106,funnel,3,0.00010612467078995534,0.9219491934722743,0.08014011178908594,72.46861924686192,72.46861924686192,72.46861924686192,72.46861924686192
40,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9716559199897875,standardize,sgd,50,1e-08,relu,244,funnel,2,0.003920771109836776,0.19244112648182243,0.08626441140139345,74.22594142259415,74.22594142259415,74.22594142259415,74.22594142259415
41,485,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.33341226601465335,standardize,sgd,50,1e-08,relu,413,funnel,True,0.0011570160778242057,0.6453803958305522,0.02479247685559099,67.36401673640168,67.36401673640168,67.36401673640168,67.36401673640168
42,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.23047709955172802,standardize,sgd,50,1e-08,relu,199,funnel,2,0.0049873250259524805,0.34888685494315713,0.08071187328860938,74.89539748953975,74.89539748953975,74.89539748953975,74.89539748953975
43,56,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4512059158933379,standardize,sgd,50,1e-08,relu,252,funnel,True,0.005191403038678936,0.19425392812960768,0.030887357834254597,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
44,393,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.15787058053479197,standardize,sgd,50,1e-08,relu,708,funnel,True,0.005256795129628643,0.19085746653207322,0.02563549297542245,68.8702928870293,68.8702928870293,68.8702928870293,68.8702928870293
45,44,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.186945816341878,standardize,sgd,50,1e-08,relu,156,funnel,4,0.005022412773607791,0.24918142084376388,0.03794769740330442,75.89958158995816,75.89958158995816,75.89958158995816,75.89958158995816
46,277,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.18134973249719977,standardize,sgd,50,1e-08,relu,728,funnel,3,0.07848366939245491,0.10081614135247548,0.09236519822037213,72.46861924686192,72.46861924686192,72.46861924686192,72.46861924686192
47,17,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.48910750796558466,standardize,sgd,50,1e-08,relu,668,funnel,3,0.007838737499163643,0.19483784914142108,0.054284600890131644,75.89958158995816,75.89958158995816,75.89958158995816,75.89958158995816
48,108,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.3962478937053667,standardize,sgd,50,1e-08,relu,73,funnel,3,0.0002878165383075272,0.3146499839584153,0.025616117103817598,44.35146443514644,44.35146443514644,44.35146443514644,44.35146443514644
49,58,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.567098167179614,standardize,sgd,50,1e-08,relu,333,funnel,3,0.0023499546226895254,0.20431050719269594,0.03134060274614507,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
50,33,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.031402719502580556,standardize,sgd,50,1e-08,relu,141,funnel,True,0.0008130722569367211,0.14529108818057285,0.06993438218524438,70.7949790794979,70.7949790794979,70.7949790794979,70.7949790794979
51,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.13369956070006594,standardize,sgd,50,1e-08,relu,174,funnel,4,0.0003831335397000994,0.17787458467598738,0.0758440549896453,74.89539748953975,74.89539748953975,74.89539748953975,74.89539748953975
52,105,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.858856610591359,standardize,sgd,50,1e-08,relu,428,funnel,2,0.00015135396015039752,0.2424330100359084,0.021322854369848723,65.18828451882845,65.18828451882845,65.18828451882845,65.18828451882845
53,38,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.043361051161900255,standardize,sgd,50,1e-08,relu,320,funnel,True,0.0067972046758128695,0.19728509828669166,0.08072714681918483,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
54,44,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.8090677156733267,standardize,sgd,50,1e-08,relu,168,funnel,4,0.004831110013577261,0.17884717631338748,0.010506658597674055,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
55,30,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.38659930304207,standardize,sgd,50,1e-08,relu,642,funnel,True,0.056191923378250755,0.6093542967601705,0.07226320239513995,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
56,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6843426332786874,standardize,sgd,50,1e-08,relu,281,funnel,2,0.0017291948410799582,0.3848412673495153,0.0716102180913167,75.73221757322176,75.73221757322176,75.73221757322176,75.73221757322176
57,147,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5386209309689469,standardize,sgd,50,1e-08,relu,264,funnel,4,0.0030127767476170342,0.16350307050544008,0.024405562128565244,76.65271966527196,76.65271966527196,76.65271966527196,76.65271966527196
58,31,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7845476041105609,standardize,sgd,50,1e-08,relu,695,funnel,2,0.0005579322021036934,0.6409536666614736,0.0713463445778337,75.89958158995816,75.89958158995816,75.89958158995816,75.89958158995816
59,46,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.81898722071885,standardize,sgd,50,1e-08,relu,161,funnel,True,0.00021425944477332305,0.9080500594237033,0.08650607470129616,72.13389121338912,72.13389121338912,72.13389121338912,72.13389121338912
60,386,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6421955999238554,standardize,sgd,50,1e-08,relu,516,funnel,True,0.00018279261421603132,0.6089232860724244,0.03262183219407854,62.34309623430963,62.34309623430963,62.34309623430963,62.34309623430963
61,89,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4680674259481151,standardize,sgd,50,1e-08,relu,256,funnel,True,0.02889573910383204,0.20891101550082536,0.07791960797077026,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
62,41,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6392307609252696,standardize,sgd,50,1e-08,relu,360,funnel,4,0.002718570428444719,0.9014620589884551,0.09974344632888135,74.22594142259415,74.22594142259415,74.22594142259415,74.22594142259415
63,136,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.508953068645407,standardize,sgd,50,1e-08,relu,146,funnel,4,0.0006614843946985851,0.3317742948623747,0.03733124171250669,71.79916317991632,71.79916317991632,71.79916317991632,71.79916317991632
64,31,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.20709310406097314,standardize,sgd,50,1e-08,relu,97,funnel,4,0.0004811497862641782,0.4583353723228999,0.058925890301792946,75.14644351464436,75.14644351464436,75.14644351464436,75.14644351464436
65,154,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9549013769132275,standardize,sgd,50,1e-08,relu,945,funnel,True,0.0005275149197643267,0.7325723684277579,0.054749818915906835,67.53138075313807,67.53138075313807,67.53138075313807,67.53138075313807
66,89,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2559371343116702,standardize,sgd,50,1e-08,relu,130,funnel,True,0.004926691219225841,0.10373379821837014,0.015267996936103036,72.30125523012553,72.30125523012553,72.30125523012553,72.30125523012553
67,31,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.329020466492182,standardize,sgd,50,1e-08,relu,145,funnel,True,0.0009982433770252689,0.5272994088829497,0.06523975076457948,72.13389121338912,72.13389121338912,72.13389121338912,72.13389121338912
68,344,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7885815668037246,standardize,sgd,50,1e-08,relu,207,funnel,3,0.00010024487512855393,0.7122446087182165,0.0353386361167314,66.35983263598327,66.35983263598327,66.35983263598327,66.35983263598327
69,192,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6072211756219895,standardize,sgd,50,1e-08,relu,432,funnel,3,0.0022506000893225673,0.2459002137291761,0.05119559574164765,72.46861924686192,72.46861924686192,72.46861924686192,72.46861924686192
70,35,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.19068801862418294,standardize,sgd,50,1e-08,relu,747,funnel,4,0.0039714596118052186,0.7339510010062352,0.07242652526317078,74.47698744769873,74.47698744769873,74.47698744769873,74.47698744769873
71,290,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.9702358519403298,standardize,sgd,50,1e-08,relu,220,funnel,2,0.020589687920336896,0.19844437880185636,0.0976337441387795,74.72803347280335,74.72803347280335,74.72803347280335,74.72803347280335
72,201,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5671890154508847,standardize,sgd,50,1e-08,relu,147,funnel,4,0.003116182136318319,0.13133823230750266,0.0388620666830592,74.30962343096235,74.30962343096235,74.30962343096235,74.30962343096235
73,163,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4880783992405837,standardize,sgd,50,1e-08,relu,631,funnel,True,0.02655521916586367,0.36571991456531444,0.029769273645407362,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
74,94,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5706675868681398,standardize,sgd,50,1e-08,relu,69,funnel,True,0.0113718453543807,0.6764832770190726,0.03070355230502706,72.88702928870293,72.88702928870293,72.88702928870293,72.88702928870293
75,125,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.675986904372284,standardize,sgd,50,1e-08,relu,146,funnel,4,0.005447762591766181,0.6389788228409432,0.016733177929850056,75.23012552301255,75.23012552301255,75.23012552301255,75.23012552301255
76,26,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.22829835699996648,standardize,sgd,50,1e-08,relu,600,funnel,2,0.0003606784762905392,0.5871743534338812,0.04054989788762908,75.48117154811716,75.48117154811716,75.48117154811716,75.48117154811716
77,21,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.333506292479001,standardize,sgd,50,1e-08,relu,693,funnel,True,0.004045014959331584,0.11572083992194594,0.02969048952121685,73.38912133891213,73.38912133891213,73.38912133891213,73.38912133891213
78,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7547808776513499,standardize,sgd,50,1e-08,relu,304,funnel,2,0.001056295315747129,0.14184878897622935,0.034525669655732116,74.22594142259415,74.22594142259415,74.22594142259415,74.22594142259415
79,35,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.0343876221032432,standardize,sgd,50,1e-08,relu,319,funnel,True,0.011447861678850372,0.4793920558013711,0.08732086492195984,72.63598326359832,72.63598326359832,72.63598326359832,72.63598326359832
80,132,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.4914264045523,standardize,sgd,50,1e-08,relu,444,funnel,True,0.021128126674072087,0.5067615129408647,0.0365143505768509,72.88702928870293,72.88702928870293,72.88702928870293,72.88702928870293
81,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6584553817461534,standardize,sgd,50,1e-08,relu,180,funnel,4,0.01092626319110343,0.4780620951365422,0.09550144949880057,71.2133891213389,71.2133891213389,71.2133891213389,71.2133891213389
82,132,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.16906975434563642,standardize,sgd,50,1e-08,relu,214,funnel,4,0.0007690877840441442,0.14077057671734086,0.0022576076711707353,29.288702928870293,29.288702928870293,29.288702928870293,29.288702928870293
83,58,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.6403046199226442,standardize,sgd,50,1e-08,relu,892,funnel,True,0.021418496227292604,0.6747004337575373,0.005490025970838002,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
84,305,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.07390359884225994,standardize,sgd,50,1e-08,relu,765,funnel,3,0.00024156455084205103,0.37440735092078964,0.08404868726375993,75.39748953974895,75.39748953974895,75.39748953974895,75.39748953974895
85,31,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7027744007964171,standardize,sgd,50,1e-08,relu,201,funnel,3,0.015262129588756898,0.15477782214195693,0.05731608790966122,75.48117154811716,75.48117154811716,75.48117154811716,75.48117154811716
86,58,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.34870740764602626,standardize,sgd,50,1e-08,relu,840,funnel,True,0.00010173596774178361,0.6032411654463397,0.0041856470404994656,64.51882845188285,64.51882845188285,64.51882845188285,64.51882845188285
87,301,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.49783120979273576,standardize,sgd,50,1e-08,relu,112,funnel,4,0.007807184898403156,0.11394012672235652,0.0042864605881704695,55.98326359832636,55.98326359832636,55.98326359832636,55.98326359832636
88,166,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5129588022595625,standardize,sgd,50,1e-08,relu,360,funnel,3,0.0024031420469003,0.8845339895146799,0.09845771415181331,72.71966527196653,72.71966527196653,72.71966527196653,72.71966527196653
89,23,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2107675745428309,standardize,sgd,50,1e-08,relu,121,funnel,True,0.03094100492221295,0.25476450859535094,0.05558350207727512,73.38912133891213,73.38912133891213,73.38912133891213,73.38912133891213
90,27,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.7022100424924458,standardize,sgd,50,1e-08,relu,131,funnel,3,0.0016756981663290204,0.40632351118735327,0.05831222960206545,73.55648535564853,73.55648535564853,73.55648535564853,73.55648535564853
91,177,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.28613933495037946,standardize,sgd,50,1e-08,relu,119,funnel,3,0.014401472828461642,0.26379082295620504,0.0980766121964777,75.06276150627616,75.06276150627616,75.06276150627616,75.06276150627616
92,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.745471484885613,standardize,sgd,50,1e-08,relu,312,funnel,3,0.0014259940359422612,0.18741027427134904,0.06679956131671325,73.80753138075313,73.80753138075313,73.80753138075313,73.80753138075313
93,91,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.05753069516808973,standardize,sgd,50,1e-08,relu,364,funnel,True,0.0002473178424411727,0.6096803047156366,0.05067354423288289,67.02928870292887,67.02928870292887,67.02928870292887,67.02928870292887
94,22,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.12814407203400036,standardize,sgd,50,1e-08,relu,81,funnel,True,0.017505836149365232,0.24064331414898796,0.05800871696851422,73.38912133891213,73.38912133891213,73.38912133891213,73.38912133891213
95,97,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.039962974149974184,standardize,sgd,50,1e-08,relu,107,funnel,4,0.004533635873635247,0.12187098386671084,0.044145061761745645,71.1297071129707,71.1297071129707,71.1297071129707,71.1297071129707
96,321,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2631448495974139,standardize,sgd,50,1e-08,relu,92,funnel,True,0.0005209223655678344,0.4391948404317733,0.0790620292087031,63.84937238493724,63.84937238493724,63.84937238493724,63.84937238493724
97,114,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.2682597758139009,standardize,sgd,50,1e-08,relu,342,funnel,True,0.08336102679051316,0.3266521579208375,0.08890004307219518,72.55230125523012,72.55230125523012,72.55230125523012,72.55230125523012
98,25,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.31154436112759,standardize,sgd,50,1e-08,relu,297,funnel,True,0.003031431376856601,0.8262420543821407,0.03799070496409469,73.30543933054393,73.30543933054393,73.30543933054393,73.30543933054393
99,238,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.38114454181934154,standardize,sgd,50,1e-08,relu,636,funnel,4,0.025397522557130292,0.22664386515506213,0.09621257215653631,72.97071129707113,72.97071129707113,72.97071129707113,72.97071129707113
100,67,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.12966085928477078,standardize,sgd,50,1e-08,relu,86,funnel,True,0.0020787602449069643,0.5428527442393417,0.020264364547474163,72.13389121338912,72.13389121338912,72.13389121338912,72.13389121338912
101,26,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.14816782846416143,standardize,sgd,50,1e-08,relu,115,funnel,True,0.0005323705105407965,0.2254977997993152,0.036831350743659015,70.5439330543933,70.5439330543933,70.5439330543933,70.5439330543933
102,421,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.08854402816348483,standardize,sgd,50,1e-08,relu,439,funnel,4,0.0031535595367961087,0.31659847678518843,0.08918139889045273,67.61506276150627,67.61506276150627,67.61506276150627,67.61506276150627
103,212,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.10873231990090226,standardize,sgd,50,1e-08,relu,64,funnel,2,0.00010136908049956914,0.20856341601232908,0.009256858283927671,40.0,40.0,40.0,40.0
104,384,mean,cosine_annealing,cross_entropy_weighted,shapedmlpnet,0.5223948976356186,standardize,sgd,50,1e-08,relu,72,funnel,3,0.013887422990136714,0.14248259093514876,0.005050903960558013,74.81171548117155,74.81171548117155,74.81171548117155,74.81171548117155
